subject_id,code_id,anchor_index,anchor_seconds,amplitude_mad,interval_jitter_fraction,local_mad_uv,injection_samples,maximum_matched_score,detected_start_seconds,detected_time_scale,engineering_check_only
00,legacy_lrl,2,36503.0,6.0,0.05,12.388681105590852,339,0.9418242628612238,36503.1,1.1,True
00,legacy_lrl,3,36666.0,6.0,0.05,11.698738615375738,271,0.9317663790553123,36666.05,0.8,True
00,legacy_lrl,4,36761.0,6.0,0.05,11.259069100019413,339,0.9918180921248916,36761.05,1.1,True
00,legacy_lrl,5,40723.0,6.0,0.05,13.46579601702394,336,0.9837149443800096,40723.05,1.1,True
00,legacy_lrl,6,40856.0,6.0,0.05,12.91458021355867,327,0.8027216773573743,40856.75,1.2,True
00,legacy_lrl,7,41245.0,6.0,0.05,15.970776229792286,338,0.8706504973479524,41245.75,1.2,True
00,legacy_lrl,8,44858.0,6.0,0.05,11.569493414272404,319,0.9736275968490449,44858.05,1.0,True
00,legacy_lrl,9,44934.0,6.0,0.05,11.719414050995866,313,0.9824510920798936,44934.0,1.0,True
00,legacy_lrl,10,45112.0,6.0,0.05,13.330942855271076,332,0.956303339511639,45112.0,1.1,True
00,legacy_lrl,11,45255.0,6.0,0.05,13.114906588582263,341,0.9775760501245822,45255.05,1.1,True
00,legacy_lrl,12,45358.0,6.0,0.05,12.548496836524686,310,0.9796308901784474,45358.0,1.0,True
00,legacy_lrl,13,49392.0,6.0,0.05,35.153742216743375,340,0.963366816533943,49392.1,1.1,True
00,legacy_lrl,14,49549.0,6.0,0.05,39.55518922492411,319,0.9522554607436725,49549.05,1.0,True
00,legacy_lrl,15,49701.0,6.0,0.05,34.58114620023325,344,0.9222613679846065,49700.25,1.1,True
00,legacy_lrl,16,49891.0,6.0,0.05,56.53198849345993,319,0.9812490113793657,49891.05,1.0,True
00,legacy_lrl,17,49977.0,6.0,0.05,55.89001828743722,327,0.9880232594008094,49977.0,1.1,True
00,legacy_lrl,18,50144.0,6.0,0.05,44.69828576602639,294,0.9727607963210193,50143.9,1.0,True
00,legacy_lrl,19,50401.0,6.0,0.05,19.993462513637915,330,0.990553963531748,50401.0,1.1,True
00,legacy_lrl,0,35974.0,2.0,0.15,11.938637719749703,343,0.8593638363461373,35974.05,1.1,True
00,legacy_lrl,1,36161.0,2.0,0.15,11.922851731071749,357,0.9380392576034751,36161.0,1.2,True
00,legacy_lrl,2,36503.0,2.0,0.15,12.388681105590852,278,0.9053577590231955,36502.9,0.9,True
00,legacy_lrl,3,36666.0,2.0,0.15,11.698738615375738,335,0.9264542144506106,36665.95,1.2,True
00,legacy_lrl,4,36761.0,2.0,0.15,11.259069100019413,276,0.9500272228689581,36761.0,0.9,True
00,legacy_lrl,5,40723.0,2.0,0.15,13.46579601702394,313,0.8576613079052926,40722.95,1.1,True
00,legacy_lrl,6,40856.0,2.0,0.15,12.91458021355867,300,0.0,,,True
00,legacy_lrl,7,41245.0,2.0,0.15,15.970776229792286,286,0.6699706775006654,41245.65,1.2,True
00,legacy_lrl,8,44858.0,2.0,0.15,11.569493414272404,303,0.8574776634150929,44858.05,0.9,True
00,legacy_lrl,9,44934.0,2.0,0.15,11.719414050995866,315,0.8686966854537131,44933.95,1.1,True
00,legacy_lrl,10,45112.0,2.0,0.15,13.330942855271076,337,0.647345864748447,45112.15,1.0,True
00,legacy_lrl,11,45255.0,2.0,0.15,13.114906588582263,328,0.8680060342435559,45255.1,1.1,True
00,legacy_lrl,12,45358.0,2.0,0.15,12.548496836524686,336,0.9252428723054518,45358.05,1.1,True
00,legacy_lrl,13,49392.0,2.0,0.15,35.153742216743375,340,0.0,,,True
00,legacy_lrl,14,49549.0,2.0,0.15,39.55518922492411,287,0.7963028621524436,49549.55,1.1,True
00,legacy_lrl,15,49701.0,2.0,0.15,34.58114620023325,338,0.8934603892730176,49700.25,1.1,True
00,legacy_lrl,16,49891.0,2.0,0.15,56.53198849345993,309,0.9148775565046346,49890.9,1.1,True
00,legacy_lrl,17,49977.0,2.0,0.15,55.89001828743722,322,0.878167686736452,49977.05,1.0,True
00,legacy_lrl,18,50144.0,2.0,0.15,44.69828576602639,295,0.9150561399224831,50143.85,1.1,True
00,legacy_lrl,19,50401.0,2.0,0.15,19.993462513637915,277,0.9517190335753314,50400.95,0.9,True
00,legacy_lrl,0,35974.0,4.0,0.15,11.938637719749703,303,0.9743199475490762,35974.0,1.0,True
00,legacy_lrl,1,36161.0,4.0,0.15,11.922851731071749,290,0.9693707539850064,36160.95,1.0,True
00,legacy_lrl,2,36503.0,4.0,0.15,12.388681105590852,317,0.8949967272207232,36503.05,1.0,True
00,legacy_lrl,3,36666.0,4.0,0.15,11.698738615375738,300,0.9183964032779245,36666.05,0.9,True
00,legacy_lrl,4,36761.0,4.0,0.15,11.259069100019413,302,0.97593251502525,36760.95,1.0,True
00,legacy_lrl,5,40723.0,4.0,0.15,13.46579601702394,290,0.9470044075788862,40723.05,0.9,True
00,legacy_lrl,6,40856.0,4.0,0.15,12.91458021355867,340,0.0,,,True
00,legacy_lrl,7,41245.0,4.0,0.15,15.970776229792286,322,0.8647764643028659,41245.65,1.2,True
00,legacy_lrl,8,44858.0,4.0,0.15,11.569493414272404,351,0.9367457958538694,44858.0,1.2,True
00,legacy_lrl,9,44934.0,4.0,0.15,11.719414050995866,304,0.9683814761431508,44934.0,1.0,True
00,legacy_lrl,10,45112.0,4.0,0.15,13.330942855271076,266,0.8926532739565188,45111.9,0.9,True
00,legacy_lrl,11,45255.0,4.0,0.15,13.114906588582263,283,0.8809377869456015,45254.95,0.9,True
00,legacy_lrl,12,45358.0,4.0,0.15,12.548496836524686,294,0.983458111482522,45358.05,0.9,True
00,legacy_lrl,13,49392.0,4.0,0.15,35.153742216743375,286,0.8796147704362813,49392.0,0.9,True
00,legacy_lrl,14,49549.0,4.0,0.15,39.55518922492411,280,0.8107371405440497,49549.45,1.1,True
00,legacy_lrl,15,49701.0,4.0,0.15,34.58114620023325,308,0.7994241410439752,49700.95,1.0,True
00,legacy_lrl,16,49891.0,4.0,0.15,56.53198849345993,287,0.9071587487262412,49890.95,0.9,True
00,legacy_lrl,17,49977.0,4.0,0.15,55.89001828743722,308,0.9733352596985301,49977.0,1.0,True
00,legacy_lrl,18,50144.0,4.0,0.15,44.69828576602639,307,0.9283612866144232,50144.05,1.0,True
00,legacy_lrl,19,50401.0,4.0,0.15,19.993462513637915,302,0.95350103100865,50400.9,1.0,True
00,legacy_lrl,0,35974.0,6.0,0.15,11.938637719749703,327,0.9595972527549975,35974.05,1.1,True
00,legacy_lrl,1,36161.0,6.0,0.15,11.922851731071749,294,0.9600564253517787,36160.95,1.0,True
00,legacy_lrl,2,36503.0,6.0,0.15,12.388681105590852,321,0.9704066336716765,36502.95,1.1,True
00,legacy_lrl,3,36666.0,6.0,0.15,11.698738615375738,275,0.9659255214131907,36665.9,0.9,True
00,legacy_lrl,4,36761.0,6.0,0.15,11.259069100019413,334,0.9690786361886731,36761.1,1.1,True
00,legacy_lrl,5,40723.0,6.0,0.15,13.46579601702394,279,0.9653013424474567,40723.0,0.9,True
00,legacy_lrl,6,40856.0,6.0,0.15,12.91458021355867,341,0.0,,,True
00,legacy_lrl,7,41245.0,6.0,0.15,15.970776229792286,321,0.8482751532600552,41245.05,1.0,True
00,legacy_lrl,8,44858.0,6.0,0.15,11.569493414272404,283,0.954907886220944,44858.0,0.9,True
00,legacy_lrl,9,44934.0,6.0,0.15,11.719414050995866,338,0.9807617508703359,44934.05,1.1,True
00,legacy_lrl,10,45112.0,6.0,0.15,13.330942855271076,275,0.9428568923310683,45111.95,0.9,True
00,legacy_lrl,11,45255.0,6.0,0.15,13.114906588582263,306,0.9438365679646706,45255.0,1.0,True
00,legacy_lrl,12,45358.0,6.0,0.15,12.548496836524686,339,0.9673412718153307,45357.9,1.2,True
00,legacy_lrl,13,49392.0,6.0,0.15,35.153742216743375,294,0.9516836046163065,49391.9,1.0,True
00,legacy_lrl,14,49549.0,6.0,0.15,39.55518922492411,321,0.9364136349349207,49549.0,1.1,True
00,legacy_lrl,15,49701.0,6.0,0.15,34.58114620023325,356,0.9124870275678385,49701.15,1.1,True
00,legacy_lrl,16,49891.0,6.0,0.15,56.53198849345993,335,0.9677838757938204,49891.0,1.1,True
00,legacy_lrl,17,49977.0,6.0,0.15,55.89001828743722,320,0.966190467436784,49976.95,1.1,True
00,legacy_lrl,18,50144.0,6.0,0.15,44.69828576602639,295,0.9606108471351837,50143.95,1.0,True
00,legacy_lrl,19,50401.0,6.0,0.15,19.993462513637915,303,0.9819719856087967,50400.95,1.0,True
00,legacy_lrl,0,35974.0,2.0,0.25,11.938637719749703,313,0.8600602174803771,35973.85,1.1,True
00,legacy_lrl,1,36161.0,2.0,0.25,11.922851731071749,300,0.885553269576115,36160.75,1.1,True
00,legacy_lrl,2,36503.0,2.0,0.25,12.388681105590852,293,0.0,,,True
00,legacy_lrl,3,36666.0,2.0,0.25,11.698738615375738,302,0.7804592876022473,36666.1,0.8,True
00,legacy_lrl,4,36761.0,2.0,0.25,11.259069100019413,301,0.9130627276851065,36761.0,1.0,True
00,legacy_lrl,5,40723.0,2.0,0.25,13.46579601702394,357,0.8680568024691445,40723.0,1.2,True
00,legacy_lrl,6,40856.0,2.0,0.25,12.91458021355867,304,0.0,,,True
00,legacy_lrl,7,41245.0,2.0,0.25,15.970776229792286,330,0.6816320302959032,41244.45,1.0,True
00,legacy_lrl,8,44858.0,2.0,0.25,11.569493414272404,315,0.822600849377981,44858.15,1.0,True
00,legacy_lrl,9,44934.0,2.0,0.25,11.719414050995866,312,0.8469371030972094,44934.0,1.1,True
00,legacy_lrl,10,45112.0,2.0,0.25,13.330942855271076,334,0.7518350230808664,45111.85,1.2,True
00,legacy_lrl,11,45255.0,2.0,0.25,13.114906588582263,307,0.8088588992557711,45254.95,1.0,True
00,legacy_lrl,12,45358.0,2.0,0.25,12.548496836524686,294,0.9083877052323507,45358.05,0.9,True
00,legacy_lrl,13,49392.0,2.0,0.25,35.153742216743375,295,0.8075913131115154,49391.25,1.0,True
00,legacy_lrl,14,49549.0,2.0,0.25,39.55518922492411,306,0.8210229393112991,49549.75,1.0,True
00,legacy_lrl,15,49701.0,2.0,0.25,34.58114620023325,278,0.8318827151125507,49700.45,1.2,True
00,legacy_lrl,16,49891.0,2.0,0.25,56.53198849345993,278,0.8808033820081556,49891.0,0.9,True
00,legacy_lrl,17,49977.0,2.0,0.25,55.89001828743722,282,0.9162669827529979,49976.95,0.9,True
00,legacy_lrl,18,50144.0,2.0,0.25,44.69828576602639,331,0.9074834648769708,50143.3,1.1,True
00,legacy_lrl,19,50401.0,2.0,0.25,19.993462513637915,310,0.9489906656250985,50400.9,1.1,True
00,legacy_lrl,0,35974.0,4.0,0.25,11.938637719749703,338,0.9574404018412636,35974.0,1.1,True
00,legacy_lrl,1,36161.0,4.0,0.25,11.922851731071749,301,0.93339549227787,36160.95,1.1,True
00,legacy_lrl,2,36503.0,4.0,0.25,12.388681105590852,325,0.9326667441297855,36502.85,1.2,True
00,legacy_lrl,3,36666.0,4.0,0.25,11.698738615375738,305,0.9598054626034677,36665.95,1.0,True
00,legacy_lrl,4,36761.0,4.0,0.25,11.259069100019413,329,0.9650875552417649,36761.0,1.1,True
00,legacy_lrl,5,40723.0,4.0,0.25,13.46579601702394,329,0.9358200080811362,40723.1,1.1,True
00,legacy_lrl,6,40856.0,4.0,0.25,12.91458021355867,284,0.5464145456007747,40856.65,0.9,True
00,legacy_lrl,7,41245.0,4.0,0.25,15.970776229792286,279,0.7571626093390977,41244.95,0.9,True
00,legacy_lrl,8,44858.0,4.0,0.25,11.569493414272404,291,0.9199916534257172,44858.0,0.9,True
00,legacy_lrl,9,44934.0,4.0,0.25,11.719414050995866,281,0.9250029434351292,44933.8,1.0,True
00,legacy_lrl,10,45112.0,4.0,0.25,13.330942855271076,321,0.8266119166735464,45112.15,1.0,True
00,legacy_lrl,11,45255.0,4.0,0.25,13.114906588582263,287,0.8782772904429086,45255.1,0.9,True
00,legacy_lrl,12,45358.0,4.0,0.25,12.548496836524686,321,0.9461706181656593,45357.95,1.1,True
00,legacy_lrl,13,49392.0,4.0,0.25,35.153742216743375,253,0.8568721568367093,49391.4,0.8,True
00,legacy_lrl,14,49549.0,4.0,0.25,39.55518922492411,360,0.8913267897189624,49549.0,1.2,True
00,legacy_lrl,15,49701.0,4.0,0.25,34.58114620023325,308,0.9205478554485499,49700.3,1.0,True
00,legacy_lrl,16,49891.0,4.0,0.25,56.53198849345993,283,0.8882167597681867,49891.05,0.8,True
00,legacy_lrl,17,49977.0,4.0,0.25,55.89001828743722,319,0.9702112567301103,49977.0,1.1,True
00,legacy_lrl,18,50144.0,4.0,0.25,44.69828576602639,311,0.9485773750792517,50143.85,1.1,True
00,legacy_lrl,19,50401.0,4.0,0.25,19.993462513637915,301,0.9817964879375007,50400.95,1.0,True
00,legacy_lrl,0,35974.0,6.0,0.25,11.938637719749703,294,0.9641240973105633,35973.95,1.0,True
00,legacy_lrl,1,36161.0,6.0,0.25,11.922851731071749,339,0.9747600797586358,36160.9,1.2,True
00,legacy_lrl,2,36503.0,6.0,0.25,12.388681105590852,291,0.950741911816146,36503.0,0.9,True
00,legacy_lrl,3,36666.0,6.0,0.25,11.698738615375738,301,0.967439641284931,36666.0,1.0,True
00,legacy_lrl,4,36761.0,6.0,0.25,11.259069100019413,275,0.9582299384064634,36761.0,0.9,True
00,legacy_lrl,5,40723.0,6.0,0.25,13.46579601702394,302,0.9780369692503862,40722.95,1.0,True
00,legacy_lrl,6,40856.0,6.0,0.25,12.91458021355867,317,0.7868395385358435,40856.7,1.2,True
00,legacy_lrl,7,41245.0,6.0,0.25,15.970776229792286,291,0.8561053707018411,41245.1,0.9,True
00,legacy_lrl,8,44858.0,6.0,0.25,11.569493414272404,295,0.9033204753746229,44858.1,0.9,True
00,legacy_lrl,9,44934.0,6.0,0.25,11.719414050995866,309,0.9431657467408889,44933.9,1.1,True
00,legacy_lrl,10,45112.0,6.0,0.25,13.330942855271076,326,0.9410673872642379,45112.05,1.0,True
00,legacy_lrl,11,45255.0,6.0,0.25,13.114906588582263,289,0.913204532170861,45254.95,0.9,True
00,legacy_lrl,12,45358.0,6.0,0.25,12.548496836524686,332,0.9396165710545096,45358.1,1.0,True
00,legacy_lrl,13,49392.0,6.0,0.25,35.153742216743375,321,0.9454929553608465,49392.0,1.1,True
00,legacy_lrl,14,49549.0,6.0,0.25,39.55518922492411,310,0.9143049570191896,49549.0,1.0,True
00,legacy_lrl,15,49701.0,6.0,0.25,34.58114620023325,333,0.8481585880032987,49701.1,1.0,True
00,legacy_lrl,16,49891.0,6.0,0.25,56.53198849345993,324,0.9734597765719734,49891.0,1.1,True
00,legacy_lrl,17,49977.0,6.0,0.25,55.89001828743722,350,0.9625629506418101,49976.95,1.2,True
00,legacy_lrl,18,50144.0,6.0,0.25,44.69828576602639,290,0.9146140187155409,50144.2,0.8,True
00,legacy_lrl,19,50401.0,6.0,0.25,19.993462513637915,317,0.9778692823805939,50400.95,1.1,True
00,legacy_lrlr,0,35974.0,2.0,0.05,11.938637719749703,379,0.8984947708482449,35974.0,1.0,True
00,legacy_lrlr,1,36161.0,2.0,0.05,11.922851731071749,423,0.9115050595444701,36161.1,1.1,True
00,legacy_lrlr,2,36503.0,2.0,0.05,12.388681105590852,353,0.9050822070504764,36502.9,1.0,True
00,legacy_lrlr,3,36666.0,2.0,0.05,11.698738615375738,391,0.9232730017762715,36665.9,1.1,True
00,legacy_lrlr,4,36761.0,2.0,0.05,11.259069100019413,389,0.9381565569303282,36761.05,1.0,True
00,legacy_lrlr,5,40723.0,2.0,0.05,13.46579601702394,402,0.8286331718854837,40723.0,1.1,True
00,legacy_lrlr,6,40856.0,2.0,0.05,12.91458021355867,419,0.5988741220910675,40855.95,1.2,True
00,legacy_lrlr,7,41245.0,2.0,0.05,15.970776229792286,400,0.7177106915286184,41245.0,1.1,True
00,legacy_lrlr,8,44858.0,2.0,0.05,11.569493414272404,363,0.8604039240688068,44857.95,1.0,True
00,legacy_lrlr,9,44934.0,2.0,0.05,11.719414050995866,355,0.8894337344663693,44934.0,0.9,True
00,legacy_lrlr,10,45112.0,2.0,0.05,13.330942855271076,344,0.8163004071169245,45112.65,0.9,True
00,legacy_lrlr,11,45255.0,2.0,0.05,13.114906588582263,365,0.7906250810619426,45255.1,0.9,True
00,legacy_lrlr,12,45358.0,2.0,0.05,12.548496836524686,411,0.9506619727558588,45358.0,1.1,True
00,legacy_lrlr,13,49392.0,2.0,0.05,35.153742216743375,381,0.8074841951531776,49392.05,1.0,True
00,legacy_lrlr,14,49549.0,2.0,0.05,39.55518922492411,354,0.7676924924259748,49549.05,0.9,True
00,legacy_lrlr,15,49701.0,2.0,0.05,34.58114620023325,342,0.8367921600280968,49701.6,0.9,True
00,legacy_lrlr,16,49891.0,2.0,0.05,56.53198849345993,423,0.8771646519345879,49891.1,1.1,True
00,legacy_lrlr,17,49977.0,2.0,0.05,55.89001828743722,350,0.8594192728807726,49977.0,0.9,True
00,legacy_lrlr,18,50144.0,2.0,0.05,44.69828576602639,411,0.8513417830153915,50144.0,1.1,True
00,legacy_lrlr,19,50401.0,2.0,0.05,19.993462513637915,412,0.9526346361877076,50401.05,1.1,True
00,legacy_lrlr,0,35974.0,4.0,0.05,11.938637719749703,376,0.9632181468282232,35974.0,1.0,True
00,legacy_lrlr,1,36161.0,4.0,0.05,11.922851731071749,380,0.962889171839507,36161.0,1.0,True
00,legacy_lrlr,2,36503.0,4.0,0.05,12.388681105590852,398,0.950109988605596,36502.95,1.1,True
00,legacy_lrlr,3,36666.0,4.0,0.05,11.698738615375738,415,0.9764537393367442,36666.05,1.1,True
00,legacy_lrlr,4,36761.0,4.0,0.05,11.259069100019413,423,0.962682377997423,36761.1,1.1,True
00,legacy_lrlr,5,40723.0,4.0,0.05,13.46579601702394,349,0.9589939989443734,40723.0,0.9,True
00,legacy_lrlr,6,40856.0,4.0,0.05,12.91458021355867,414,0.6974790544702685,40856.25,0.9,True
00,legacy_lrlr,7,41245.0,4.0,0.05,15.970776229792286,399,0.7652245335253709,41245.05,1.0,True
00,legacy_lrlr,8,44858.0,4.0,0.05,11.569493414272404,352,0.9292536032097823,44858.05,0.9,True
00,legacy_lrlr,9,44934.0,4.0,0.05,11.719414050995866,389,0.9457919229926017,44934.05,1.0,True
00,legacy_lrlr,10,45112.0,4.0,0.05,13.330942855271076,405,0.0,,,True
00,legacy_lrlr,11,45255.0,4.0,0.05,13.114906588582263,379,0.920498616363861,45255.0,1.0,True
00,legacy_lrlr,12,45358.0,4.0,0.05,12.548496836524686,368,0.9554488414806611,45357.95,1.0,True
00,legacy_lrlr,13,49392.0,4.0,0.05,35.153742216743375,405,0.92382871107883,49392.0,1.1,True
00,legacy_lrlr,14,49549.0,4.0,0.05,39.55518922492411,393,0.9343068448561265,49549.1,1.0,True
00,legacy_lrlr,15,49701.0,4.0,0.05,34.58114620023325,357,0.9039730620803076,49701.65,0.9,True
00,legacy_lrlr,16,49891.0,4.0,0.05,56.53198849345993,400,0.9447706261694218,49891.0,1.1,True
00,legacy_lrlr,17,49977.0,4.0,0.05,55.89001828743722,346,0.9571097760139718,49977.0,0.9,True
00,legacy_lrlr,18,50144.0,4.0,0.05,44.69828576602639,358,0.9518383295157588,50144.05,0.9,True
00,legacy_lrlr,19,50401.0,4.0,0.05,19.993462513637915,344,0.9791820895663422,50400.95,0.9,True
00,legacy_lrlr,0,35974.0,6.0,0.05,11.938637719749703,364,0.9716551876496976,35973.95,1.0,True
00,legacy_lrlr,1,36161.0,6.0,0.05,11.922851731071749,338,0.9642397274753803,36160.95,0.9,True
00,legacy_lrlr,2,36503.0,6.0,0.05,12.388681105590852,384,0.9708608289713302,36503.05,1.0,True
00,legacy_lrlr,3,36666.0,6.0,0.05,11.698738615375738,394,0.9582160521316959,36665.95,1.1,True
00,legacy_lrlr,4,36761.0,6.0,0.05,11.259069100019413,351,0.9745803516750003,36761.0,0.9,True
00,legacy_lrlr,5,40723.0,6.0,0.05,13.46579601702394,371,0.9852063661280334,40722.95,1.0,True
00,legacy_lrlr,6,40856.0,6.0,0.05,12.91458021355867,383,0.7895334128697842,40855.3,1.0,True
00,legacy_lrlr,7,41245.0,6.0,0.05,15.970776229792286,349,0.9037045808156968,41244.35,0.9,True
00,legacy_lrlr,8,44858.0,6.0,0.05,11.569493414272404,404,0.9699168627944111,44858.0,1.1,True
00,legacy_lrlr,9,44934.0,6.0,0.05,11.719414050995866,421,0.9541880572767037,44934.1,1.1,True
00,legacy_lrlr,10,45112.0,6.0,0.05,13.330942855271076,345,0.9364153154920495,45111.95,0.9,True
00,legacy_lrlr,11,45255.0,6.0,0.05,13.114906588582263,371,0.9551604388762558,45254.95,1.0,True
00,legacy_lrlr,12,45358.0,6.0,0.05,12.548496836524686,367,0.9789863973840246,45357.95,1.0,True
00,legacy_lrlr,13,49392.0,6.0,0.05,35.153742216743375,355,0.9421380766317617,49392.0,0.9,True
00,legacy_lrlr,14,49549.0,6.0,0.05,39.55518922492411,383,0.9508885544429722,49549.0,1.0,True
00,legacy_lrlr,15,49701.0,6.0,0.05,34.58114620023325,414,0.9488756473271224,49701.05,1.1,True
00,legacy_lrlr,16,49891.0,6.0,0.05,56.53198849345993,414,0.9868318136781049,49891.05,1.1,True
00,legacy_lrlr,17,49977.0,6.0,0.05,55.89001828743722,418,0.981150189244435,49977.05,1.1,True
00,legacy_lrlr,18,50144.0,6.0,0.05,44.69828576602639,400,0.9633858100919664,50144.0,1.1,True
00,legacy_lrlr,19,50401.0,6.0,0.05,19.993462513637915,418,0.9764256918014577,50401.05,1.1,True
00,legacy_lrlr,0,35974.0,2.0,0.15,11.938637719749703,390,0.8898191594785012,35973.9,1.1,True
00,legacy_lrlr,1,36161.0,2.0,0.15,11.922851731071749,372,0.8934745771348285,36160.95,1.0,True
00,legacy_lrlr,2,36503.0,2.0,0.15,12.388681105590852,374,0.0,,,True
00,legacy_lrlr,3,36666.0,2.0,0.15,11.698738615375738,409,0.8815028741732999,36666.2,1.0,True
00,legacy_lrlr,4,36761.0,2.0,0.15,11.259069100019413,357,0.9264814466204045,36761.0,0.9,True
00,legacy_lrlr,5,40723.0,2.0,0.15,13.46579601702394,430,0.8814129096067287,40723.15,1.1,True
00,legacy_lrlr,6,40856.0,2.0,0.15,12.91458021355867,403,0.5649352879253374,40856.35,0.8,True
00,legacy_lrlr,7,41245.0,2.0,0.15,15.970776229792286,358,0.7139022852905108,41245.7,0.9,True
00,legacy_lrlr,8,44858.0,2.0,0.15,11.569493414272404,413,0.8960884378424396,44858.75,1.1,True
00,legacy_lrlr,9,44934.0,2.0,0.15,11.719414050995866,347,0.8628809306675591,44933.95,0.9,True
00,legacy_lrlr,10,45112.0,2.0,0.15,13.330942855271076,378,0.6938111583911418,45112.0,1.0,True
00,legacy_lrlr,11,45255.0,2.0,0.15,13.114906588582263,374,0.7492923397165706,45255.15,0.9,True
00,legacy_lrlr,12,45358.0,2.0,0.15,12.548496836524686,363,0.9070202149307097,45357.95,1.0,True
