subject_id,record_id,code_id,anchor_index,anchor_seconds,amplitude_mad,interval_jitter_fraction,local_mad_uv,injection_samples,maximum_matched_score,detected_start_seconds,detected_time_scale,paired_perturbation_seed,engineering_check_only
ST01,ST7011J0,sync8_c0,12,25119.0,4.0,0.15,11.62713832888316,627,0.9049152158545616,25119.1,0.9,8092397536805417117,True
ST01,ST7011J0,sync8_c0,13,25246.0,4.0,0.15,14.809572405790234,666,0.8904582099622989,25245.85,1.1,8092397536805417117,True
ST01,ST7011J0,sync8_c0,14,25316.0,4.0,0.15,16.98153592947315,720,0.8616628704171977,25316.15,1.1,8092397536805417117,True
ST01,ST7011J0,sync8_c0,15,25434.0,4.0,0.15,19.177869839074425,733,0.890940325879611,25434.1,1.1,8092397536805417117,True
ST01,ST7011J0,sync8_c0,16,25681.0,4.0,0.15,18.67247532292787,689,0.8167046127357627,25681.15,1.0,8092397536805417117,True
ST01,ST7011J0,sync8_c0,17,26016.0,4.0,0.15,25.401128078986275,673,0.8219753614564151,26016.1,1.0,8092397536805417117,True
ST01,ST7011J0,sync8_c0,18,26214.0,4.0,0.15,20.38221677519061,611,0.5650922706115117,26213.95,0.9,8092397536805417117,True
ST01,ST7011J0,sync8_c0,19,26319.0,4.0,0.15,23.29073732163514,673,0.9410548033162042,26319.15,1.0,8092397536805417117,True
ST02,ST7022J0,iso8_matched,0,5952.0,4.0,0.15,20.897414586299917,658,0.7944389654452731,5952.05,1.0,9043303830338651153,True
ST02,ST7022J0,iso8_matched,1,6028.0,4.0,0.15,20.04835087580297,612,0.8537171535991671,6028.0,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,2,6275.0,4.0,0.15,18.96161331012955,668,0.6750841312431303,6274.25,1.0,9043303830338651153,True
ST02,ST7022J0,iso8_matched,3,6422.0,4.0,0.15,26.50156970999035,717,0.9700743815142657,6422.05,1.1,9043303830338651153,True
ST02,ST7022J0,iso8_matched,4,11625.0,4.0,0.15,23.42105093004144,620,0.8894437642952813,11625.1,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,5,11755.0,4.0,0.15,24.749090469479576,619,0.9418270079937506,11755.1,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,6,11979.0,4.0,0.15,28.979862126503374,634,0.9229019036214835,11979.15,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,7,16789.0,4.0,0.15,21.261693100933083,728,0.9064993019544751,16789.05,1.1,9043303830338651153,True
ST02,ST7022J0,iso8_matched,8,16928.0,4.0,0.15,24.96474511246766,747,0.8764766127712392,16927.85,1.2,9043303830338651153,True
ST02,ST7022J0,iso8_matched,9,17320.0,4.0,0.15,39.45328967716126,585,0.9101027910859772,17319.9,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,10,17631.0,4.0,0.15,15.819133933946016,632,0.8523292345981941,17631.15,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,11,20662.0,4.0,0.15,22.6353986976787,717,0.9458329685924393,20662.0,1.1,9043303830338651153,True
ST02,ST7022J0,iso8_matched,12,20726.0,4.0,0.15,23.587850020825925,576,0.7630460624264276,20725.85,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,13,20921.0,4.0,0.15,35.397733641921704,637,0.9142808013747856,20920.9,1.0,9043303830338651153,True
ST02,ST7022J0,iso8_matched,14,21300.0,4.0,0.15,20.36958182819212,684,0.8620738263943221,21299.85,1.1,9043303830338651153,True
ST02,ST7022J0,iso8_matched,15,25120.0,4.0,0.15,14.370281317064268,664,0.9506297197200351,25120.05,1.0,9043303830338651153,True
ST02,ST7022J0,iso8_matched,16,25222.0,4.0,0.15,31.789216052038718,622,0.9136472907643804,25222.05,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,17,25838.0,4.0,0.15,82.82313024370679,661,0.8906967597818332,25838.05,1.0,9043303830338651153,True
ST02,ST7022J0,iso8_matched,18,26051.0,4.0,0.15,21.408179597425985,615,0.9312603726596348,26051.05,0.9,9043303830338651153,True
ST02,ST7022J0,iso8_matched,19,26272.0,4.0,0.15,18.9330990586039,602,0.5406254968546073,26271.4,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,0,5952.0,4.0,0.15,20.897414586299917,650,0.7433377050573178,5952.0,1.0,9043303830338651153,True
ST02,ST7022J0,sync8_c0,1,6028.0,4.0,0.15,20.04835087580297,618,0.8417806680267267,6027.95,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,2,6275.0,4.0,0.15,18.96161331012955,671,0.629779416971134,6275.0,1.0,9043303830338651153,True
ST02,ST7022J0,sync8_c0,3,6422.0,4.0,0.15,26.50156970999035,706,0.9563037231733124,6422.1,1.1,9043303830338651153,True
ST02,ST7022J0,sync8_c0,4,11625.0,4.0,0.15,23.42105093004144,619,0.872154179911117,11625.05,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,5,11755.0,4.0,0.15,24.749090469479576,616,0.9410690566721516,11755.05,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,6,11979.0,4.0,0.15,28.979862126503374,632,0.9329348986695024,11979.1,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,7,16789.0,4.0,0.15,21.261693100933083,732,0.8560795508339691,16788.85,1.2,9043303830338651153,True
ST02,ST7022J0,sync8_c0,8,16928.0,4.0,0.15,24.96474511246766,745,0.8442485856555905,16927.85,1.2,9043303830338651153,True
ST02,ST7022J0,sync8_c0,9,17320.0,4.0,0.15,39.45328967716126,589,0.9341891335500961,17319.9,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,10,17631.0,4.0,0.15,15.819133933946016,627,0.8772404693090805,17631.05,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,11,20662.0,4.0,0.15,22.6353986976787,710,0.9257869809197897,20662.05,1.1,9043303830338651153,True
ST02,ST7022J0,sync8_c0,12,20726.0,4.0,0.15,23.587850020825925,583,0.8171438061728493,20725.85,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,13,20921.0,4.0,0.15,35.397733641921704,642,0.9352753096903202,20920.95,1.0,9043303830338651153,True
ST02,ST7022J0,sync8_c0,14,21300.0,4.0,0.15,20.36958182819212,684,0.8585629696966625,21299.9,1.1,9043303830338651153,True
ST02,ST7022J0,sync8_c0,15,25120.0,4.0,0.15,14.370281317064268,664,0.9478677046490628,25120.05,1.0,9043303830338651153,True
ST02,ST7022J0,sync8_c0,16,25222.0,4.0,0.15,31.789216052038718,623,0.9020014432829727,25222.0,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,17,25838.0,4.0,0.15,82.82313024370679,658,0.8834163669885461,25838.05,1.0,9043303830338651153,True
ST02,ST7022J0,sync8_c0,18,26051.0,4.0,0.15,21.408179597425985,613,0.9054646283425603,26051.0,0.9,9043303830338651153,True
ST02,ST7022J0,sync8_c0,19,26272.0,4.0,0.15,18.9330990586039,600,0.383018429961945,26272.0,0.9,9043303830338651153,True
ST04,ST7041J0,iso8_matched,0,9852.0,4.0,0.15,9.037967837229145,689,0.5763169158639334,9852.15,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,1,12547.0,4.0,0.15,26.07523370173063,694,0.8113830653740091,12546.95,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,2,12663.0,4.0,0.15,35.227205909630435,680,0.5437273797624393,12663.05,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,3,12862.0,4.0,0.15,65.27228977237765,630,0.7810737097375944,12862.2,0.9,16468853336828344310,True
ST04,ST7041J0,iso8_matched,4,13670.0,4.0,0.15,37.04461536888876,609,0.895231206991833,13670.0,0.9,16468853336828344310,True
ST04,ST7041J0,iso8_matched,5,14309.0,4.0,0.15,27.89880199181724,639,0.8966173613709657,14308.95,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,6,14447.0,4.0,0.15,18.55072627782443,707,0.9073283949855824,14446.85,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,7,19762.0,4.0,0.15,32.58852351037327,593,0.7801779372242771,19761.95,0.9,16468853336828344310,True
ST04,ST7041J0,iso8_matched,8,19850.0,4.0,0.15,34.32518309069781,708,0.9407530029922724,19850.0,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,9,19976.0,4.0,0.15,36.87146385128509,699,0.9516044291943518,19975.85,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,10,20179.0,4.0,0.15,49.216665178018026,703,0.9201629203462219,20178.95,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,11,20428.0,4.0,0.15,43.28166738749693,655,0.9337448459983331,20428.0,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,12,20713.0,4.0,0.15,41.37014793497576,635,0.8391729597700442,20713.0,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,13,21311.0,4.0,0.15,13.355971200672826,730,0.9519266734389054,21311.05,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,14,25634.0,4.0,0.15,36.33807350863242,661,0.962285962516122,25634.05,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,15,25761.0,4.0,0.15,38.93550509268865,682,0.8786836900140336,25761.2,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,16,26604.0,4.0,0.15,66.95061849616353,741,0.92107520882443,26604.2,1.1,16468853336828344310,True
ST04,ST7041J0,iso8_matched,17,26671.0,4.0,0.15,52.1156746913705,752,0.7979029805363757,26670.95,1.2,16468853336828344310,True
ST04,ST7041J0,iso8_matched,18,26786.0,4.0,0.15,27.41409577105052,662,0.9247512810282449,26786.75,1.0,16468853336828344310,True
ST04,ST7041J0,iso8_matched,19,27243.0,4.0,0.15,62.729264552006654,681,0.8963222962398849,27243.1,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,0,9852.0,4.0,0.15,9.037967837229145,685,0.0,,,16468853336828344310,True
ST04,ST7041J0,sync8_c0,1,12547.0,4.0,0.15,26.07523370173063,697,0.7328887068685361,12547.05,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,2,12663.0,4.0,0.15,35.227205909630435,684,0.582064457586647,12663.05,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,3,12862.0,4.0,0.15,65.27228977237765,624,0.809198778966398,12862.15,0.9,16468853336828344310,True
ST04,ST7041J0,sync8_c0,4,13670.0,4.0,0.15,37.04461536888876,609,0.898911815882487,13670.05,0.9,16468853336828344310,True
ST04,ST7041J0,sync8_c0,5,14309.0,4.0,0.15,27.89880199181724,636,0.9017803034290925,14308.9,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,6,14447.0,4.0,0.15,18.55072627782443,714,0.945895361255564,14446.95,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,7,19762.0,4.0,0.15,32.58852351037327,601,0.7879361454595295,19762.0,0.9,16468853336828344310,True
ST04,ST7041J0,sync8_c0,8,19850.0,4.0,0.15,34.32518309069781,708,0.939643523809619,19850.05,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,9,19976.0,4.0,0.15,36.87146385128509,708,0.9554953351279722,19975.95,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,10,20179.0,4.0,0.15,49.216665178018026,699,0.9240772838990005,20179.0,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,11,20428.0,4.0,0.15,43.28166738749693,661,0.9273898525807412,20428.0,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,12,20713.0,4.0,0.15,41.37014793497576,630,0.8203692266397689,20713.2,0.9,16468853336828344310,True
ST04,ST7041J0,sync8_c0,13,21311.0,4.0,0.15,13.355971200672826,728,0.9320097201828844,21311.15,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,14,25634.0,4.0,0.15,36.33807350863242,664,0.9575098558344767,25634.05,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,15,25761.0,4.0,0.15,38.93550509268865,675,0.8965792127614672,25761.15,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,16,26604.0,4.0,0.15,66.95061849616353,727,0.9247355438550139,26604.2,1.1,16468853336828344310,True
ST04,ST7041J0,sync8_c0,17,26671.0,4.0,0.15,52.1156746913705,756,0.8193162710302118,26671.05,1.2,16468853336828344310,True
ST04,ST7041J0,sync8_c0,18,26786.0,4.0,0.15,27.41409577105052,666,0.8494552113139217,26786.05,1.0,16468853336828344310,True
ST04,ST7041J0,sync8_c0,19,27243.0,4.0,0.15,62.729264552006654,684,0.8807807644755828,27242.9,1.1,16468853336828344310,True
ST05,ST7052J0,iso8_matched,0,6086.0,4.0,0.15,64.67563040610558,744,0.9233755329450316,6086.1,1.1,3232456907859110080,True
ST05,ST7052J0,iso8_matched,1,11230.0,4.0,0.15,22.998985661640873,619,0.5812602862377041,11230.05,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,2,11363.0,4.0,0.15,34.28468455276524,711,0.9254196330705547,11363.0,1.1,3232456907859110080,True
ST05,ST7052J0,iso8_matched,3,11847.0,4.0,0.15,93.44824788037029,617,0.6232611951732656,11847.75,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,4,11957.0,4.0,0.15,146.45422264361457,610,0.924687172986555,11957.0,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,5,16993.0,4.0,0.15,16.560106119626862,697,0.3073927268512882,16992.25,1.1,3232456907859110080,True
ST05,ST7052J0,iso8_matched,6,17188.0,4.0,0.15,39.392572705003545,588,0.45181759016252737,17188.55,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,7,17426.0,4.0,0.15,71.38174361763593,636,0.8299416400960445,17425.85,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,8,17615.0,4.0,0.15,98.93193393715364,676,0.8828246571414271,17615.1,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,9,18491.0,4.0,0.15,28.408669453619833,639,0.9224072972746712,18490.9,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,10,18552.0,4.0,0.15,26.079290329502587,696,0.8624650022360665,18552.25,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,11,23644.0,4.0,0.15,91.13214838568831,605,0.8114883033609636,23644.0,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,12,23996.0,4.0,0.15,118.97399201074414,607,0.8169181366359285,23996.0,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,13,24559.0,4.0,0.15,276.3686065361086,629,0.8186965892905365,24559.15,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,14,24949.0,4.0,0.15,154.147349452005,704,0.76164684379532,24949.3,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,15,25344.0,4.0,0.15,118.57315498186175,737,0.9519342229733061,25344.1,1.1,3232456907859110080,True
ST05,ST7052J0,iso8_matched,16,25445.0,4.0,0.15,112.50130911425009,661,0.883075746858358,25445.1,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,17,25723.0,4.0,0.15,91.05137096780932,614,0.8725287352063292,25723.0,0.9,3232456907859110080,True
ST05,ST7052J0,iso8_matched,18,26502.0,4.0,0.15,28.98789680069429,644,0.9303690034280592,26501.95,1.0,3232456907859110080,True
ST05,ST7052J0,iso8_matched,19,27099.0,4.0,0.15,13.09401575482112,728,0.7678795234169027,27098.25,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,0,6086.0,4.0,0.15,64.67563040610558,748,0.8562345463653263,6086.2,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,1,11230.0,4.0,0.15,22.998985661640873,618,0.4445913596680239,11230.05,0.9,3232456907859110080,True
ST05,ST7052J0,sync8_c0,2,11363.0,4.0,0.15,34.28468455276524,705,0.9323275753111008,11363.05,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,3,11847.0,4.0,0.15,93.44824788037029,610,0.6970568108603523,11847.0,0.9,3232456907859110080,True
ST05,ST7052J0,sync8_c0,4,11957.0,4.0,0.15,146.45422264361457,612,0.8970704288352512,11956.95,0.9,3232456907859110080,True
ST05,ST7052J0,sync8_c0,5,16993.0,4.0,0.15,16.560106119626862,689,0.2843193799547546,16993.05,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,6,17188.0,4.0,0.15,39.392572705003545,588,0.5358498583299398,17188.2,0.8,3232456907859110080,True
ST05,ST7052J0,sync8_c0,7,17426.0,4.0,0.15,71.38174361763593,640,0.8188997109778,17425.85,1.0,3232456907859110080,True
ST05,ST7052J0,sync8_c0,8,17615.0,4.0,0.15,98.93193393715364,669,0.9008149865692745,17615.05,1.0,3232456907859110080,True
ST05,ST7052J0,sync8_c0,9,18491.0,4.0,0.15,28.408669453619833,632,0.8922825279410392,18490.9,1.0,3232456907859110080,True
ST05,ST7052J0,sync8_c0,10,18552.0,4.0,0.15,26.079290329502587,693,0.8630608563156689,18551.95,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,11,23644.0,4.0,0.15,91.13214838568831,608,0.8211909925749437,23644.0,0.9,3232456907859110080,True
ST05,ST7052J0,sync8_c0,12,23996.0,4.0,0.15,118.97399201074414,606,0.8229933820446591,23996.0,0.9,3232456907859110080,True
ST05,ST7052J0,sync8_c0,13,24559.0,4.0,0.15,276.3686065361086,629,0.7896114682920278,24559.1,0.9,3232456907859110080,True
ST05,ST7052J0,sync8_c0,14,24949.0,4.0,0.15,154.147349452005,704,0.7804240294622498,24949.1,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,15,25344.0,4.0,0.15,118.57315498186175,736,0.9323406994808712,25344.1,1.1,3232456907859110080,True
ST05,ST7052J0,sync8_c0,16,25445.0,4.0,0.15,112.50130911425009,661,0.8666880288683394,25445.05,1.0,3232456907859110080,True
ST05,ST7052J0,sync8_c0,17,25723.0,4.0,0.15,91.05137096780932,624,0.8711259543613995,25722.8,1.0,3232456907859110080,True
ST05,ST7052J0,sync8_c0,18,26502.0,4.0,0.15,28.98789680069429,637,0.8972848299522465,26501.9,1.0,3232456907859110080,True
ST05,ST7052J0,sync8_c0,19,27099.0,4.0,0.15,13.09401575482112,726,0.8029327341639089,27099.15,1.1,3232456907859110080,True
ST06,ST7061J0,iso8_matched,0,6701.0,4.0,0.15,17.965789032566043,732,0.9759981214125035,6701.05,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,1,11172.0,4.0,0.15,12.149010312396024,677,0.8433518964244994,11172.1,1.0,11705423413839352204,True
ST06,ST7061J0,iso8_matched,2,11285.0,4.0,0.15,16.732541960591867,687,0.9129890812351159,11285.15,1.0,11705423413839352204,True
ST06,ST7061J0,iso8_matched,3,11779.0,4.0,0.15,14.59676500786398,765,0.9326480312613169,11779.0,1.2,11705423413839352204,True
ST06,ST7061J0,iso8_matched,4,11985.0,4.0,0.15,24.607476604070648,739,0.7796701689447416,11985.1,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,5,12568.0,4.0,0.15,15.917306013338404,712,0.9831236132238036,12568.0,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,6,12834.0,4.0,0.15,13.602070826410328,743,0.886469517716442,12833.9,1.2,11705423413839352204,True
ST06,ST7061J0,iso8_matched,7,12911.0,4.0,0.15,17.18052630302289,604,0.8839990161041206,12910.9,0.9,11705423413839352204,True
ST06,ST7061J0,iso8_matched,8,13152.0,4.0,0.15,20.323039688712765,746,0.9246897816829075,13151.8,1.2,11705423413839352204,True
ST06,ST7061J0,iso8_matched,9,17648.0,4.0,0.15,5.997842539988194,738,0.7583145952525947,17648.05,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,10,17948.0,4.0,0.15,21.581357322515924,628,0.8751400914245778,17948.1,0.9,11705423413839352204,True
ST06,ST7061J0,iso8_matched,11,18162.0,4.0,0.15,21.27556631360316,705,0.9460011256391628,18162.05,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,12,18285.0,4.0,0.15,20.853718894739924,639,0.9144864900567977,18284.9,1.0,11705423413839352204,True
ST06,ST7061J0,iso8_matched,13,22804.0,4.0,0.15,36.19633226996327,737,0.7517965271783373,22803.9,1.2,11705423413839352204,True
ST06,ST7061J0,iso8_matched,14,23059.0,4.0,0.15,58.50839244672565,692,0.807970062498787,23059.65,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,15,23172.0,4.0,0.15,65.15261416312875,718,0.8716164006362537,23171.25,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,16,23894.0,4.0,0.15,41.23507884527135,703,0.7585099977749756,23893.95,1.1,11705423413839352204,True
ST06,ST7061J0,iso8_matched,17,24088.0,4.0,0.15,47.487150776415895,758,0.9528367985658203,24087.95,1.2,11705423413839352204,True
ST06,ST7061J0,iso8_matched,18,27471.0,4.0,0.15,7.181710095294232,645,0.453705401637156,27471.0,1.0,11705423413839352204,True
ST06,ST7061J0,iso8_matched,19,29744.0,4.0,0.15,76.0679265332586,674,0.9544643151947373,29744.05,1.0,11705423413839352204,True
ST06,ST7061J0,sync8_c0,0,6701.0,4.0,0.15,17.965789032566043,742,0.935041228931173,6701.15,1.1,11705423413839352204,True
ST06,ST7061J0,sync8_c0,1,11172.0,4.0,0.15,12.149010312396024,677,0.8172818173075548,11172.05,1.0,11705423413839352204,True
ST06,ST7061J0,sync8_c0,2,11285.0,4.0,0.15,16.732541960591867,686,0.9011565354462243,11285.1,1.0,11705423413839352204,True
ST06,ST7061J0,sync8_c0,3,11779.0,4.0,0.15,14.59676500786398,765,0.940122953617303,11779.05,1.2,11705423413839352204,True
ST06,ST7061J0,sync8_c0,4,11985.0,4.0,0.15,24.607476604070648,739,0.7443405903635096,11985.15,1.1,11705423413839352204,True
ST06,ST7061J0,sync8_c0,5,12568.0,4.0,0.15,15.917306013338404,713,0.9646345104404218,12568.1,1.1,11705423413839352204,True
ST06,ST7061J0,sync8_c0,6,12834.0,4.0,0.15,13.602070826410328,740,0.8750148056408195,12833.95,1.2,11705423413839352204,True
ST06,ST7061J0,sync8_c0,7,12911.0,4.0,0.15,17.18052630302289,608,0.8763689074268668,12910.9,0.9,11705423413839352204,True
ST06,ST7061J0,sync8_c0,8,13152.0,4.0,0.15,20.323039688712765,751,0.936088904793418,13151.95,1.2,11705423413839352204,True
ST06,ST7061J0,sync8_c0,9,17648.0,4.0,0.15,5.997842539988194,745,0.7499371783887124,17647.85,1.2,11705423413839352204,True
ST06,ST7061J0,sync8_c0,10,17948.0,4.0,0.15,21.581357322515924,630,0.8488437397329637,17948.1,0.9,11705423413839352204,True
ST06,ST7061J0,sync8_c0,11,18162.0,4.0,0.15,21.27556631360316,699,0.9466121713356094,18162.05,1.1,11705423413839352204,True
ST06,ST7061J0,sync8_c0,12,18285.0,4.0,0.15,20.853718894739924,635,0.8892946457873803,18284.9,1.0,11705423413839352204,True
ST06,ST7061J0,sync8_c0,13,22804.0,4.0,0.15,36.19633226996327,733,0.7406991644598028,22804.25,1.1,11705423413839352204,True
