sample_rate_hz,recording_samples,rem_samples,boundary_eroded_rem_samples,nonfinite_samples,flatline_samples,nonfinite_boundary_eroded_rem_samples,flatline_boundary_eroded_rem_samples,invalid_boundary_eroded_rem_samples,eligible_rem_samples,recording_seconds,rem_seconds,boundary_eroded_rem_seconds,eligible_rem_seconds,eligible_rem_hours,subject_id,record_id,cohort,condition,signal_file,recording_hours
100.0,8172000,495000,488200,0,0,0,0,0,488200,81720.0,4950.0,4882.0,4882.0,1.356111111111111,SC17,SC4172E0,sleep_edf_sc_confirmatory,spontaneous,SC4172E0-PSG.edf,22.7
100.0,8268000,354000,352400,0,0,0,0,0,352400,82680.0,3540.0,3524.0,3524.0,0.9788888888888889,SC18,SC4181E0,sleep_edf_sc_confirmatory,spontaneous,SC4181E0-PSG.edf,22.966666666666665
100.0,8526000,348000,344400,0,0,0,0,0,344400,85260.0,3480.0,3444.0,3444.0,0.9566666666666667,SC18,SC4182E0,sleep_edf_sc_confirmatory,spontaneous,SC4182E0-PSG.edf,23.683333333333334
100.0,8322000,858000,850800,0,0,0,0,0,850800,83220.0,8580.0,8508.0,8508.0,2.3633333333333333,SC19,SC4191E0,sleep_edf_sc_confirmatory,spontaneous,SC4191E0-PSG.edf,23.116666666666667
100.0,7830000,996000,991200,0,0,0,0,0,991200,78300.0,9960.0,9912.0,9912.0,2.7533333333333334,SC19,SC4192E0,sleep_edf_sc_confirmatory,spontaneous,SC4192E0-PSG.edf,21.75
100.0,8412000,531000,528600,0,0,0,0,0,528600,84120.0,5310.0,5286.0,5286.0,1.4683333333333333,SC20,SC4201E0,sleep_edf_sc_confirmatory,spontaneous,SC4201E0-PSG.edf,23.366666666666667
100.0,8010000,621000,619000,0,0,0,0,0,619000,80100.0,6210.0,6190.0,6190.0,1.7194444444444446,SC20,SC4202E0,sleep_edf_sc_confirmatory,spontaneous,SC4202E0-PSG.edf,22.25
100.0,8430000,453000,451000,0,0,0,0,0,451000,84300.0,4530.0,4510.0,4510.0,1.2527777777777778,SC21,SC4211E0,sleep_edf_sc_confirmatory,spontaneous,SC4211E0-PSG.edf,23.416666666666668
100.0,8082000,261000,260200,0,0,0,0,0,260200,80820.0,2610.0,2602.0,2602.0,0.7227777777777777,SC21,SC4212E0,sleep_edf_sc_confirmatory,spontaneous,SC4212E0-PSG.edf,22.45
100.0,8100000,546000,542400,0,0,0,0,0,542400,81000.0,5460.0,5424.0,5424.0,1.5066666666666666,SC22,SC4221E0,sleep_edf_sc_confirmatory,spontaneous,SC4221E0-PSG.edf,22.5
100.0,8280000,660000,656400,0,0,0,0,0,656400,82800.0,6600.0,6564.0,6564.0,1.8233333333333333,SC22,SC4222E0,sleep_edf_sc_confirmatory,spontaneous,SC4222E0-PSG.edf,23.0
100.0,8238000,636000,631600,0,0,0,0,0,631600,82380.0,6360.0,6316.0,6316.0,1.7544444444444445,SC23,SC4231E0,sleep_edf_sc_confirmatory,spontaneous,SC4231E0-PSG.edf,22.883333333333333
100.0,7920000,651000,644600,0,0,0,0,0,644600,79200.0,6510.0,6446.0,6446.0,1.7905555555555555,SC23,SC4232E0,sleep_edf_sc_confirmatory,spontaneous,SC4232E0-PSG.edf,22.0
100.0,8106000,552000,550800,0,0,0,0,0,550800,81060.0,5520.0,5508.0,5508.0,1.53,SC24,SC4241E0,sleep_edf_sc_confirmatory,spontaneous,SC4241E0-PSG.edf,22.516666666666666
100.0,8130000,528000,522000,0,0,0,0,0,522000,81300.0,5280.0,5220.0,5220.0,1.45,SC24,SC4242E0,sleep_edf_sc_confirmatory,spontaneous,SC4242E0-PSG.edf,22.583333333333332
100.0,8280000,438000,434800,0,0,0,0,0,434800,82800.0,4380.0,4348.0,4348.0,1.2077777777777778,SC25,SC4251E0,sleep_edf_sc_confirmatory,spontaneous,SC4251E0-PSG.edf,23.0
100.0,7998000,522000,520800,0,0,0,0,0,520800,79980.0,5220.0,5208.0,5208.0,1.4466666666666668,SC25,SC4252E0,sleep_edf_sc_confirmatory,spontaneous,SC4252E0-PSG.edf,22.216666666666665
100.0,8400000,678000,671600,0,0,0,0,0,671600,84000.0,6780.0,6716.0,6716.0,1.8655555555555556,SC26,SC4261F0,sleep_edf_sc_confirmatory,spontaneous,SC4261F0-PSG.edf,23.333333333333332
100.0,8160000,579000,576200,0,0,0,0,0,576200,81600.0,5790.0,5762.0,5762.0,1.6005555555555555,SC26,SC4262F0,sleep_edf_sc_confirmatory,spontaneous,SC4262F0-PSG.edf,22.666666666666668
100.0,7320000,522000,520800,0,0,0,0,0,520800,73200.0,5220.0,5208.0,5208.0,1.4466666666666668,SC27,SC4271F0,sleep_edf_sc_confirmatory,spontaneous,SC4271F0-PSG.edf,20.333333333333332
100.0,8610000,669000,662600,0,0,0,0,0,662600,86100.0,6690.0,6626.0,6626.0,1.8405555555555555,SC27,SC4272F0,sleep_edf_sc_confirmatory,spontaneous,SC4272F0-PSG.edf,23.916666666666668
100.0,8364000,507000,505400,0,0,0,0,0,505400,83640.0,5070.0,5054.0,5054.0,1.403888888888889,SC28,SC4281G0,sleep_edf_sc_confirmatory,spontaneous,SC4281G0-PSG.edf,23.233333333333334
100.0,8442000,498000,496800,0,0,0,0,0,496800,84420.0,4980.0,4968.0,4968.0,1.38,SC28,SC4282G0,sleep_edf_sc_confirmatory,spontaneous,SC4282G0-PSG.edf,23.45
100.0,8268000,525000,511400,0,0,0,0,0,511400,82680.0,5250.0,5114.0,5114.0,1.4205555555555556,SC29,SC4291G0,sleep_edf_sc_confirmatory,spontaneous,SC4291G0-PSG.edf,22.966666666666665
100.0,8430000,660000,654400,0,0,0,0,0,654400,84300.0,6600.0,6544.0,6544.0,1.8177777777777777,SC29,SC4292G0,sleep_edf_sc_confirmatory,spontaneous,SC4292G0-PSG.edf,23.416666666666668
100.0,7938000,366000,363200,0,0,0,0,0,363200,79380.0,3660.0,3632.0,3632.0,1.008888888888889,SC30,SC4301E0,sleep_edf_sc_confirmatory,spontaneous,SC4301E0-PSG.edf,22.05
100.0,8424000,405000,401800,0,0,0,0,0,401800,84240.0,4050.0,4018.0,4018.0,1.116111111111111,SC30,SC4302E0,sleep_edf_sc_confirmatory,spontaneous,SC4302E0-PSG.edf,23.4
100.0,8010000,426000,424400,0,0,0,0,0,424400,80100.0,4260.0,4244.0,4244.0,1.1788888888888889,SC31,SC4311E0,sleep_edf_sc_confirmatory,spontaneous,SC4311E0-PSG.edf,22.25
100.0,8100000,573000,559000,0,0,0,0,0,559000,81000.0,5730.0,5590.0,5590.0,1.5527777777777778,SC31,SC4312E0,sleep_edf_sc_confirmatory,spontaneous,SC4312E0-PSG.edf,22.5
100.0,8070000,858000,854000,0,0,0,0,0,854000,80700.0,8580.0,8540.0,8540.0,2.3722222222222222,SC32,SC4321E0,sleep_edf_sc_confirmatory,spontaneous,SC4321E0-PSG.edf,22.416666666666668
100.0,7848000,723000,716600,0,0,0,0,0,716600,78480.0,7230.0,7166.0,7166.0,1.9905555555555556,SC32,SC4322E0,sleep_edf_sc_confirmatory,spontaneous,SC4322E0-PSG.edf,21.8
100.0,8430000,504000,500400,0,0,0,0,0,500400,84300.0,5040.0,5004.0,5004.0,1.39,SC33,SC4331F0,sleep_edf_sc_confirmatory,spontaneous,SC4331F0-PSG.edf,23.416666666666668
100.0,8280000,414000,410400,0,0,0,0,0,410400,82800.0,4140.0,4104.0,4104.0,1.14,SC33,SC4332F0,sleep_edf_sc_confirmatory,spontaneous,SC4332F0-PSG.edf,23.0
100.0,8250000,516000,512800,0,0,0,0,0,512800,82500.0,5160.0,5128.0,5128.0,1.4244444444444444,SC34,SC4341F0,sleep_edf_sc_confirmatory,spontaneous,SC4341F0-PSG.edf,22.916666666666668
100.0,8370000,498000,490800,0,0,0,0,0,490800,83700.0,4980.0,4908.0,4908.0,1.3633333333333333,SC34,SC4342F0,sleep_edf_sc_confirmatory,spontaneous,SC4342F0-PSG.edf,23.25
100.0,8130000,72000,69200,0,0,0,0,0,69200,81300.0,720.0,692.0,692.0,0.1922222222222222,SC35,SC4351F0,sleep_edf_sc_confirmatory,spontaneous,SC4351F0-PSG.edf,22.583333333333332
100.0,7596000,216000,214400,0,0,0,0,0,214400,75960.0,2160.0,2144.0,2144.0,0.5955555555555555,SC35,SC4352F0,sleep_edf_sc_confirmatory,spontaneous,SC4352F0-PSG.edf,21.1
100.0,6798000,204000,202000,0,0,0,0,0,202000,67980.0,2040.0,2020.0,2020.0,0.5611111111111111,SC36,SC4362F0,sleep_edf_sc_confirmatory,spontaneous,SC4362F0-PSG.edf,18.883333333333333
100.0,8550000,135000,134600,0,0,0,0,0,134600,85500.0,1350.0,1346.0,1346.0,0.3738888888888889,SC37,SC4371F0,sleep_edf_sc_confirmatory,spontaneous,SC4371F0-PSG.edf,23.75
100.0,8520000,318000,316800,0,0,0,0,0,316800,85200.0,3180.0,3168.0,3168.0,0.88,SC37,SC4372F0,sleep_edf_sc_confirmatory,spontaneous,SC4372F0-PSG.edf,23.666666666666668
100.0,8250000,480000,477600,0,0,0,0,0,477600,82500.0,4800.0,4776.0,4776.0,1.3266666666666667,SC38,SC4381F0,sleep_edf_sc_confirmatory,spontaneous,SC4381F0-PSG.edf,22.916666666666668
100.0,8310000,507000,503400,0,0,0,0,0,503400,83100.0,5070.0,5034.0,5034.0,1.3983333333333334,SC38,SC4382F0,sleep_edf_sc_confirmatory,spontaneous,SC4382F0-PSG.edf,23.083333333333332
100.0,7890000,330000,328400,0,0,0,0,0,328400,78900.0,3300.0,3284.0,3284.0,0.9122222222222223,SC40,SC4401E0,sleep_edf_sc_confirmatory,spontaneous,SC4401E0-PSG.edf,21.916666666666668
100.0,8370000,762000,758400,0,0,0,0,0,758400,83700.0,7620.0,7584.0,7584.0,2.1066666666666665,SC40,SC4402E0,sleep_edf_sc_confirmatory,spontaneous,SC4402E0-PSG.edf,23.25
100.0,8184000,612000,609600,0,0,0,0,0,609600,81840.0,6120.0,6096.0,6096.0,1.6933333333333334,SC41,SC4411E0,sleep_edf_sc_confirmatory,spontaneous,SC4411E0-PSG.edf,22.733333333333334
100.0,8574000,300000,296400,0,0,0,0,0,296400,85740.0,3000.0,2964.0,2964.0,0.8233333333333334,SC41,SC4412E0,sleep_edf_sc_confirmatory,spontaneous,SC4412E0-PSG.edf,23.816666666666666
100.0,8292000,474000,472400,0,0,0,0,0,472400,82920.0,4740.0,4724.0,4724.0,1.3122222222222222,SC42,SC4421E0,sleep_edf_sc_confirmatory,spontaneous,SC4421E0-PSG.edf,23.033333333333335
100.0,8046000,264000,262800,0,0,0,0,0,262800,80460.0,2640.0,2628.0,2628.0,0.73,SC42,SC4422E0,sleep_edf_sc_confirmatory,spontaneous,SC4422E0-PSG.edf,22.35
100.0,8430000,243000,241000,0,0,0,0,0,241000,84300.0,2430.0,2410.0,2410.0,0.6694444444444444,SC43,SC4431E0,sleep_edf_sc_confirmatory,spontaneous,SC4431E0-PSG.edf,23.416666666666668
100.0,8340000,591000,589800,0,0,0,0,0,589800,83400.0,5910.0,5898.0,5898.0,1.6383333333333334,SC43,SC4432E0,sleep_edf_sc_confirmatory,spontaneous,SC4432E0-PSG.edf,23.166666666666668
100.0,7860000,300000,299200,0,0,0,0,0,299200,78600.0,3000.0,2992.0,2992.0,0.8311111111111111,SC44,SC4441E0,sleep_edf_sc_confirmatory,spontaneous,SC4441E0-PSG.edf,21.833333333333332
100.0,8334000,288000,286800,0,0,0,0,0,286800,83340.0,2880.0,2868.0,2868.0,0.7966666666666666,SC44,SC4442E0,sleep_edf_sc_confirmatory,spontaneous,SC4442E0-PSG.edf,23.15
100.0,8370000,417000,412200,0,0,0,0,0,412200,83700.0,4170.0,4122.0,4122.0,1.145,SC45,SC4451F0,sleep_edf_sc_confirmatory,spontaneous,SC4451F0-PSG.edf,23.25
100.0,8010000,564000,557600,0,0,0,0,0,557600,80100.0,5640.0,5576.0,5576.0,1.548888888888889,SC45,SC4452F0,sleep_edf_sc_confirmatory,spontaneous,SC4452F0-PSG.edf,22.25
100.0,8088000,528000,524000,0,0,0,0,0,524000,80880.0,5280.0,5240.0,5240.0,1.4555555555555555,SC46,SC4461F0,sleep_edf_sc_confirmatory,spontaneous,SC4461F0-PSG.edf,22.466666666666665
100.0,8568000,558000,554000,0,0,0,0,0,554000,85680.0,5580.0,5540.0,5540.0,1.538888888888889,SC46,SC4462F0,sleep_edf_sc_confirmatory,spontaneous,SC4462F0-PSG.edf,23.8
100.0,8220000,360000,356000,0,0,0,0,0,356000,82200.0,3600.0,3560.0,3560.0,0.9888888888888889,SC47,SC4471F0,sleep_edf_sc_confirmatory,spontaneous,SC4471F0-PSG.edf,22.833333333333332
100.0,8370000,360000,356400,0,0,0,0,0,356400,83700.0,3600.0,3564.0,3564.0,0.99,SC47,SC4472F0,sleep_edf_sc_confirmatory,spontaneous,SC4472F0-PSG.edf,23.25
100.0,8640000,708000,703600,0,0,0,0,0,703600,86400.0,7080.0,7036.0,7036.0,1.9544444444444444,SC48,SC4481F0,sleep_edf_sc_confirmatory,spontaneous,SC4481F0-PSG.edf,24.0
100.0,8640000,480000,472400,0,0,0,0,0,472400,86400.0,4800.0,4724.0,4724.0,1.3122222222222222,SC48,SC4482F0,sleep_edf_sc_confirmatory,spontaneous,SC4482F0-PSG.edf,24.0
100.0,8400000,648000,642800,0,0,0,0,0,642800,84000.0,6480.0,6428.0,6428.0,1.7855555555555556,SC49,SC4491G0,sleep_edf_sc_confirmatory,spontaneous,SC4491G0-PSG.edf,23.333333333333332
100.0,6408000,399000,395800,0,0,0,0,0,395800,64080.0,3990.0,3958.0,3958.0,1.0994444444444444,SC49,SC4492G0,sleep_edf_sc_confirmatory,spontaneous,SC4492G0-PSG.edf,17.8
100.0,8250000,579000,575400,0,0,0,0,0,575400,82500.0,5790.0,5754.0,5754.0,1.5983333333333334,SC50,SC4501E0,sleep_edf_sc_confirmatory,spontaneous,SC4501E0-PSG.edf,22.916666666666668
100.0,8310000,573000,567800,0,0,0,0,0,567800,83100.0,5730.0,5678.0,5678.0,1.5772222222222223,SC50,SC4502E0,sleep_edf_sc_confirmatory,spontaneous,SC4502E0-PSG.edf,23.083333333333332
100.0,8136000,378000,375600,0,0,0,0,0,375600,81360.0,3780.0,3756.0,3756.0,1.0433333333333332,SC51,SC4511E0,sleep_edf_sc_confirmatory,spontaneous,SC4511E0-PSG.edf,22.6
100.0,8250000,336000,331600,0,0,0,0,0,331600,82500.0,3360.0,3316.0,3316.0,0.9211111111111111,SC51,SC4512E0,sleep_edf_sc_confirmatory,spontaneous,SC4512E0-PSG.edf,22.916666666666668
100.0,8322000,252000,250000,0,0,0,0,0,250000,83220.0,2520.0,2500.0,2500.0,0.6944444444444444,SC52,SC4522E0,sleep_edf_sc_confirmatory,spontaneous,SC4522E0-PSG.edf,23.116666666666667
100.0,7806000,540000,536000,0,0,0,0,0,536000,78060.0,5400.0,5360.0,5360.0,1.488888888888889,SC53,SC4531E0,sleep_edf_sc_confirmatory,spontaneous,SC4531E0-PSG.edf,21.683333333333334
100.0,8232000,510000,504400,0,0,0,0,0,504400,82320.0,5100.0,5044.0,5044.0,1.4011111111111112,SC53,SC4532E0,sleep_edf_sc_confirmatory,spontaneous,SC4532E0-PSG.edf,22.866666666666667
100.0,8220000,405000,401400,0,0,0,0,0,401400,82200.0,4050.0,4014.0,4014.0,1.115,SC54,SC4541F0,sleep_edf_sc_confirmatory,spontaneous,SC4541F0-PSG.edf,22.833333333333332
100.0,8040000,360000,354000,0,0,0,0,0,354000,80400.0,3600.0,3540.0,3540.0,0.9833333333333333,SC54,SC4542F0,sleep_edf_sc_confirmatory,spontaneous,SC4542F0-PSG.edf,22.333333333333332
100.0,8316000,321000,318200,0,0,0,0,0,318200,83160.0,3210.0,3182.0,3182.0,0.8838888888888888,SC55,SC4551F0,sleep_edf_sc_confirmatory,spontaneous,SC4551F0-PSG.edf,23.1
100.0,8430000,735000,731000,0,0,0,0,0,731000,84300.0,7350.0,7310.0,7310.0,2.0305555555555554,SC55,SC4552F0,sleep_edf_sc_confirmatory,spontaneous,SC4552F0-PSG.edf,23.416666666666668
100.0,8112000,339000,335000,0,0,0,0,0,335000,81120.0,3390.0,3350.0,3350.0,0.9305555555555556,SC56,SC4561F0,sleep_edf_sc_confirmatory,spontaneous,SC4561F0-PSG.edf,22.533333333333335
100.0,8400000,411000,404200,0,0,0,0,0,404200,84000.0,4110.0,4042.0,4042.0,1.1227777777777779,SC56,SC4562F0,sleep_edf_sc_confirmatory,spontaneous,SC4562F0-PSG.edf,23.333333333333332
100.0,8550000,750000,744400,0,0,0,0,0,744400,85500.0,7500.0,7444.0,7444.0,2.0677777777777777,SC57,SC4571F0,sleep_edf_sc_confirmatory,spontaneous,SC4571F0-PSG.edf,23.75
100.0,8640000,654000,651200,0,0,0,0,0,651200,86400.0,6540.0,6512.0,6512.0,1.808888888888889,SC57,SC4572F0,sleep_edf_sc_confirmatory,spontaneous,SC4572F0-PSG.edf,24.0
100.0,8214000,483000,479400,0,0,0,0,0,479400,82140.0,4830.0,4794.0,4794.0,1.3316666666666668,SC58,SC4581G0,sleep_edf_sc_confirmatory,spontaneous,SC4581G0-PSG.edf,22.816666666666666
100.0,7902000,258000,250800,0,0,0,0,0,250800,79020.0,2580.0,2508.0,2508.0,0.6966666666666667,SC58,SC4582G0,sleep_edf_sc_confirmatory,spontaneous,SC4582G0-PSG.edf,21.95
100.0,8460000,774000,768400,0,0,0,0,0,768400,84600.0,7740.0,7684.0,7684.0,2.1344444444444446,SC59,SC4591G0,sleep_edf_sc_confirmatory,spontaneous,SC4591G0-PSG.edf,23.5
100.0,6120000,465000,457400,0,0,0,0,0,457400,61200.0,4650.0,4574.0,4574.0,1.2705555555555557,SC59,SC4592G0,sleep_edf_sc_confirmatory,spontaneous,SC4592G0-PSG.edf,17.0
100.0,8190000,510000,507200,0,0,0,0,0,507200,81900.0,5100.0,5072.0,5072.0,1.4088888888888889,SC60,SC4601E0,sleep_edf_sc_confirmatory,spontaneous,SC4601E0-PSG.edf,22.75
100.0,8400000,747000,742200,0,0,0,0,0,742200,84000.0,7470.0,7422.0,7422.0,2.0616666666666665,SC60,SC4602E0,sleep_edf_sc_confirmatory,spontaneous,SC4602E0-PSG.edf,23.333333333333332
100.0,7950000,1197000,1183000,0,0,0,0,0,1183000,79500.0,11970.0,11830.0,11830.0,3.286111111111111,SC61,SC4611E0,sleep_edf_sc_confirmatory,spontaneous,SC4611E0-PSG.edf,22.083333333333332
100.0,8190000,642000,639600,0,0,0,0,0,639600,81900.0,6420.0,6396.0,6396.0,1.7766666666666666,SC61,SC4612E0,sleep_edf_sc_confirmatory,spontaneous,SC4612E0-PSG.edf,22.75
100.0,7836000,234000,230800,0,0,0,0,0,230800,78360.0,2340.0,2308.0,2308.0,0.6411111111111111,SC62,SC4621E0,sleep_edf_sc_confirmatory,spontaneous,SC4621E0-PSG.edf,21.766666666666666
100.0,8568000,345000,338600,0,0,0,0,0,338600,85680.0,3450.0,3386.0,3386.0,0.9405555555555556,SC62,SC4622E0,sleep_edf_sc_confirmatory,spontaneous,SC4622E0-PSG.edf,23.8
100.0,8274000,360000,357600,0,0,0,0,0,357600,82740.0,3600.0,3576.0,3576.0,0.9933333333333333,SC63,SC4631E0,sleep_edf_sc_confirmatory,spontaneous,SC4631E0-PSG.edf,22.983333333333334
100.0,8544000,420000,418800,0,0,0,0,0,418800,85440.0,4200.0,4188.0,4188.0,1.1633333333333333,SC63,SC4632E0,sleep_edf_sc_confirmatory,spontaneous,SC4632E0-PSG.edf,23.733333333333334
100.0,8040000,234000,231600,0,0,0,0,0,231600,80400.0,2340.0,2316.0,2316.0,0.6433333333333333,SC64,SC4641E0,sleep_edf_sc_confirmatory,spontaneous,SC4641E0-PSG.edf,22.333333333333332
100.0,8370000,381000,379800,0,0,0,0,0,379800,83700.0,3810.0,3798.0,3798.0,1.055,SC64,SC4642E0,sleep_edf_sc_confirmatory,spontaneous,SC4642E0-PSG.edf,23.25
100.0,8580000,477000,472200,0,0,0,0,0,472200,85800.0,4770.0,4722.0,4722.0,1.3116666666666668,SC65,SC4651E0,sleep_edf_sc_confirmatory,spontaneous,SC4651E0-PSG.edf,23.833333333333332
100.0,8520000,633000,623400,0,0,0,0,0,623400,85200.0,6330.0,6234.0,6234.0,1.7316666666666667,SC65,SC4652E0,sleep_edf_sc_confirmatory,spontaneous,SC4652E0-PSG.edf,23.666666666666668
100.0,8220000,330000,327600,0,0,0,0,0,327600,82200.0,3300.0,3276.0,3276.0,0.91,SC66,SC4661E0,sleep_edf_sc_confirmatory,spontaneous,SC4661E0-PSG.edf,22.833333333333332
100.0,8460000,750000,744400,0,0,0,0,0,744400,84600.0,7500.0,7444.0,7444.0,2.0677777777777777,SC66,SC4662E0,sleep_edf_sc_confirmatory,spontaneous,SC4662E0-PSG.edf,23.5
100.0,8340000,447000,443400,0,0,0,0,0,443400,83400.0,4470.0,4434.0,4434.0,1.2316666666666667,SC67,SC4671G0,sleep_edf_sc_confirmatory,spontaneous,SC4671G0-PSG.edf,23.166666666666668
100.0,7740000,285000,283000,0,0,0,0,0,283000,77400.0,2850.0,2830.0,2830.0,0.7861111111111111,SC67,SC4672G0,sleep_edf_sc_confirmatory,spontaneous,SC4672G0-PSG.edf,21.5
100.0,8040000,315000,313400,0,0,0,0,0,313400,80400.0,3150.0,3134.0,3134.0,0.8705555555555555,SC70,SC4701E0,sleep_edf_sc_confirmatory,spontaneous,SC4701E0-PSG.edf,22.333333333333332
100.0,7872000,294000,292000,0,0,0,0,0,292000,78720.0,2940.0,2920.0,2920.0,0.8111111111111111,SC70,SC4702E0,sleep_edf_sc_confirmatory,spontaneous,SC4702E0-PSG.edf,21.866666666666667
100.0,8190000,354000,349600,0,0,0,0,0,349600,81900.0,3540.0,3496.0,3496.0,0.9711111111111111,SC71,SC4711E0,sleep_edf_sc_confirmatory,spontaneous,SC4711E0-PSG.edf,22.75
100.0,8460000,405000,398200,0,0,0,0,0,398200,84600.0,4050.0,3982.0,3982.0,1.106111111111111,SC71,SC4712E0,sleep_edf_sc_confirmatory,spontaneous,SC4712E0-PSG.edf,23.5
100.0,7026000,522000,520400,0,0,0,0,0,520400,70260.0,5220.0,5204.0,5204.0,1.4455555555555555,SC72,SC4721E0,sleep_edf_sc_confirmatory,spontaneous,SC4721E0-PSG.edf,19.516666666666666
100.0,8238000,408000,405200,0,0,0,0,0,405200,82380.0,4080.0,4052.0,4052.0,1.1255555555555556,SC72,SC4722E0,sleep_edf_sc_confirmatory,spontaneous,SC4722E0-PSG.edf,22.883333333333333
100.0,8340000,405000,402200,0,0,0,0,0,402200,83400.0,4050.0,4022.0,4022.0,1.1172222222222221,SC73,SC4731E0,sleep_edf_sc_confirmatory,spontaneous,SC4731E0-PSG.edf,23.166666666666668
100.0,7560000,408000,404800,0,0,0,0,0,404800,75600.0,4080.0,4048.0,4048.0,1.1244444444444444,SC73,SC4732E0,sleep_edf_sc_confirmatory,spontaneous,SC4732E0-PSG.edf,21.0
100.0,8070000,639000,635400,0,0,0,0,0,635400,80700.0,6390.0,6354.0,6354.0,1.765,SC74,SC4741E0,sleep_edf_sc_confirmatory,spontaneous,SC4741E0-PSG.edf,22.416666666666668
100.0,7950000,624000,620800,0,0,0,0,0,620800,79500.0,6240.0,6208.0,6208.0,1.7244444444444444,SC74,SC4742E0,sleep_edf_sc_confirmatory,spontaneous,SC4742E0-PSG.edf,22.083333333333332
100.0,8040000,141000,140200,0,0,0,0,0,140200,80400.0,1410.0,1402.0,1402.0,0.3894444444444444,SC75,SC4751E0,sleep_edf_sc_confirmatory,spontaneous,SC4751E0-PSG.edf,22.333333333333332
100.0,7410000,216000,213200,0,0,0,0,0,213200,74100.0,2160.0,2132.0,2132.0,0.5922222222222222,SC75,SC4752E0,sleep_edf_sc_confirmatory,spontaneous,SC4752E0-PSG.edf,20.583333333333332
100.0,7890000,105000,101800,0,0,0,0,0,101800,78900.0,1050.0,1018.0,1018.0,0.2827777777777778,SC76,SC4761E0,sleep_edf_sc_confirmatory,spontaneous,SC4761E0-PSG.edf,21.916666666666668
100.0,8430000,1182000,1159200,0,0,0,0,0,1159200,84300.0,11820.0,11592.0,11592.0,3.22,SC76,SC4762E0,sleep_edf_sc_confirmatory,spontaneous,SC4762E0-PSG.edf,23.416666666666668
100.0,8268000,327000,322200,0,0,0,0,0,322200,82680.0,3270.0,3222.0,3222.0,0.895,SC77,SC4771G0,sleep_edf_sc_confirmatory,spontaneous,SC4771G0-PSG.edf,22.966666666666665
100.0,6726000,399000,396600,0,0,0,0,0,396600,67260.0,3990.0,3966.0,3966.0,1.1016666666666666,SC77,SC4772G0,sleep_edf_sc_confirmatory,spontaneous,SC4772G0-PSG.edf,18.683333333333334
100.0,8322000,426000,420000,0,0,0,0,0,420000,83220.0,4260.0,4200.0,4200.0,1.1666666666666667,SC80,SC4801G0,sleep_edf_sc_confirmatory,spontaneous,SC4801G0-PSG.edf,23.116666666666667
100.0,8430000,408000,402800,0,0,0,0,0,402800,84300.0,4080.0,4028.0,4028.0,1.1188888888888888,SC80,SC4802G0,sleep_edf_sc_confirmatory,spontaneous,SC4802G0-PSG.edf,23.416666666666668
